User ID,Age,Gender,Height (cm),Weight (kg),BMI,Step Count,Distance (m),Calories Burned,Activity Type,Duration (min),Heart Rate (bpm),Sleep Duration (hrs),Stress Level,Hydration Level (L),Temperature (C),Workout Frequency (days/week),Activity Intensity,Fitness Status
User_644,24,Female,167,65,23.306680053067517,11932,9545.6,265,Running,110,63,6,High,1.7378496297899524,37.05893234747212,2,Moderate,Not Fit
User_645,22,Male,178,74,23.355636914530994,12886,10308.800000000001,428,Running,41,80,6,Low,2.393784740685704,36.80524437171341,2,High,Fit
User_646,31,Male,169,59,20.65754000210077,9294,7435.200000000001,283,Swimming,31,80,5,Low,1.6394524428055395,36.531748175280946,3,High,Not Fit
User_647,23,Female,162,71,27.053802773967377,11820,9456.0,506,Swimming,30,62,6,Medium,1.5033489271300986,36.629585994534416,4,Moderate,Not Fit
User_648,45,Male,171,82,28.042816593139772,11423,9138.4,218,Swimming,81,65,9,Medium,2.781245909954645,37.03773101438414,3,Moderate,Not Fit
User_649,37,Female,157,75,30.427197857925268,14594,11675.2,454,Swimming,99,74,7,Medium,2.780144159167815,36.85026364457515,4,Moderate,Not Fit
User_650,45,Male,176,79,25.50361570247934,8991,7192.8,681,Swimming,35,84,9,High,3.414492102694557,36.968963029115514,2,High,Not Fit
User_651,35,Female,161,66,25.461980633463213,13354,10683.2,372,Running,74,87,8,Low,3.2346069259726993,37.17944162246962,2,Low,Not Fit
User_652,37,Male,181,90,27.471688898385274,8337,6669.6,146,Cycling,42,85,8,Low,2.041055732534697,36.79217532948838,3,High,Not Fit
User_653,20,Male,172,65,21.971335857220122,5945,4756.0,171,Walking,120,66,5,High,2.7825014317655654,36.90929526740529,4,Low,Not Fit
User_654,35,Female,175,45,14.693877551020408,14939,11951.2,433,Swimming,30,83,8,High,2.67201692989928,36.539907589515686,3,Low,Not Fit
User_655,44,Female,157,69,27.993022029291247,6209,4967.200000000001,324,Cycling,64,66,5,High,3.0351572292690223,36.74446850586338,2,Moderate,Not Fit
User_656,31,Female,157,89,36.10694145807132,7746,6196.8,240,Cycling,109,68,5,Low,1.5676182083794077,37.134120913222496,2,High,Not Fit
User_657,36,Female,169,100,35.01277966457757,7941,6352.8,603,Cycling,119,72,7,Medium,3.0753627870235922,36.72031935819167,4,Moderate,Not Fit
User_658,34,Female,150,92,40.888888888888886,9011,7208.8,768,Cycling,42,73,7,Medium,3.111425872990668,36.53732300222536,2,Moderate,Not Fit
User_659,34,Male,158,65,26.037493991347535,11695,9356.0,405,Running,38,80,6,High,3.24057153217209,36.5742214790423,2,Moderate,Not Fit
User_660,23,Female,168,80,28.344671201814062,8407,6725.6,227,Walking,102,73,8,High,2.306687332587105,37.133616332445655,2,High,Not Fit
User_661,44,Male,165,69,25.344352617079892,4238,3390.4,325,Walking,23,70,6,Low,2.785077670362954,36.5383643401645,3,High,Not Fit
User_662,45,Male,155,66,27.47138397502601,8952,7161.6,561,Running,20,66,6,High,2.9169872088798687,37.2838734462491,4,Moderate,Not Fit
User_663,45,Female,166,80,29.03178980984178,4115,3292.0,745,Walking,40,78,5,High,2.38416706393752,36.561568285212665,4,High,Not Fit
User_664,26,Female,169,85,29.76086271489094,7675,6140.0,560,Cycling,52,63,7,Low,1.843395860350898,36.62683204153721,4,Low,Not Fit
User_665,34,Male,172,61,20.61925365062196,13607,10885.6,199,Swimming,81,89,9,High,3.469483352136143,37.03538166482143,2,Moderate,Not Fit
User_666,40,Female,179,84,26.216410224399986,11920,9536.0,159,Walking,25,90,9,Medium,1.7834183748942178,36.981861801409444,3,Moderate,Not Fit
User_667,34,Female,174,68,22.460034350640772,11243,8994.4,303,Cycling,96,84,7,High,2.31026172178844,36.655470484312346,4,Low,Not Fit
User_668,25,Female,164,92,34.20582986317669,5165,4132.0,644,Running,50,86,9,Low,3.3641100833403494,36.828509808121595,3,Moderate,Not Fit
User_669,23,Female,190,79,21.883656509695292,3725,2980.0,164,Running,93,87,6,Low,3.082543142944825,37.46181171110007,5,Moderate,Not Fit
User_670,35,Female,150,62,27.555555555555557,4490,3592.0,790,Walking,28,72,5,High,1.619332142234082,37.20215488973245,4,Low,Not Fit
User_671,35,Female,169,72,25.209201358495854,9439,7551.200000000001,725,Cycling,101,60,7,Low,2.1580782107666057,37.236759179765635,2,Low,Not Fit
User_672,40,Male,162,77,29.340039628105465,4359,3487.2000000000003,599,Cycling,73,66,9,High,2.464589531043841,37.36480571276416,4,Moderate,Not Fit
User_673,44,Female,174,52,17.17532038578412,12510,10008.0,442,Swimming,48,62,8,High,2.6120819265409336,36.550328648139825,4,Moderate,Not Fit
User_674,33,Female,152,59,25.536703601108034,7474,5979.200000000001,458,Cycling,23,77,9,Low,3.085162149386975,37.051851658102514,2,Low,Not Fit
User_675,27,Male,173,70,23.38868655818771,12107,9685.6,744,Running,62,69,6,Medium,2.2567460118707636,36.91795792769144,4,Moderate,Fit
User_676,38,Female,178,56,17.67453604342886,13831,11064.800000000001,347,Walking,75,65,6,Low,3.1829048483330933,36.597367334588995,5,Low,Not Fit
User_677,27,Female,154,86,36.26243885984146,6896,5516.8,279,Swimming,64,85,5,Medium,1.7043756734462223,37.27213633467343,3,Moderate,Not Fit
User_678,24,Male,155,77,32.04994797086368,5295,4236.0,492,Swimming,99,87,6,High,2.7729970726427875,37.090129886604124,2,High,Not Fit
User_679,25,Male,190,67,18.559556786703602,8970,7176.0,327,Swimming,108,78,6,Low,3.04437853084678,37.10591472349968,5,Moderate,Fit
User_680,44,Male,178,60,18.93700290367378,12304,9843.2,496,Walking,113,77,8,Low,3.480580386932881,36.82384252624129,5,Moderate,Fit
User_681,44,Male,181,58,17.70397729007051,5809,4647.2,425,Swimming,65,78,7,High,3.4608377467300415,37.380840069044325,2,Low,Not Fit
User_682,39,Female,168,71,25.15589569160998,13766,11012.800000000001,393,Walking,103,74,9,High,3.49963928204508,37.065749461325005,4,Low,Not Fit
User_683,30,Male,157,81,32.86137368655929,9564,7651.200000000001,542,Running,118,67,9,Medium,2.6718481460401975,36.75623195052151,2,Low,Not Fit
User_684,30,Female,162,75,28.577960676726104,4492,3593.6000000000004,199,Walking,49,72,9,Low,1.7493551522425834,36.99798065580291,4,High,Not Fit
User_685,34,Male,150,58,25.77777777777778,14936,11948.800000000001,370,Running,35,62,9,Medium,3.1516917083538774,36.59806848570282,4,Moderate,Not Fit
User_686,21,Male,176,65,20.983987603305785,14503,11602.400000000001,333,Running,22,85,5,Medium,1.818524448697154,37.3435835974085,3,High,Not Fit
User_687,22,Male,166,59,21.410944984758313,10317,8253.6,182,Walking,32,85,5,Medium,2.225895997371831,37.45660746778789,4,Moderate,Not Fit
User_688,43,Female,165,45,16.528925619834713,11723,9378.4,244,Running,69,90,8,Medium,2.325230863647459,36.71638590202185,4,High,Not Fit
User_689,45,Female,170,87,30.103806228373706,13005,10404.0,781,Swimming,97,71,8,High,2.8332172568626888,37.07867393616958,2,Low,Not Fit
User_690,36,Male,180,74,22.839506172839506,6252,5001.6,785,Walking,102,83,6,Medium,2.7751884828632973,36.55208188373721,5,Low,Fit
User_691,39,Male,182,69,20.830817534114235,10680,8544.0,528,Swimming,80,86,6,Low,2.6009547227872796,37.01279950997763,5,High,Fit
User_692,31,Female,168,71,25.15589569160998,12869,10295.2,463,Running,114,60,9,High,3.3429621859943044,36.555972374700715,4,Low,Not Fit
User_693,42,Male,169,79,27.660095935016283,12351,9880.800000000001,107,Swimming,68,86,6,Low,2.1708739643250894,36.69041735299583,4,Moderate,Not Fit
User_694,29,Male,163,88,33.12130678610411,10558,8446.4,112,Cycling,29,62,8,Low,2.2455504449763533,36.920326426142324,3,Moderate,Not Fit
User_695,39,Male,184,54,15.949905482041586,14376,11500.800000000001,360,Swimming,41,64,7,Low,1.983625717033764,37.45198088092143,2,High,Not Fit
User_696,29,Male,158,71,28.44095497516423,5321,4256.8,301,Running,92,60,7,High,3.459096774654013,36.53568587881582,5,Moderate,Not Fit
User_697,20,Male,150,95,42.22222222222222,13784,11027.2,411,Swimming,105,61,6,High,2.0853661762988924,37.30493089250726,3,Moderate,Not Fit
User_698,29,Male,161,61,23.533042706685695,13870,11096.0,443,Walking,61,78,7,Medium,1.8547556667968308,37.0957948685887,3,Low,Not Fit
User_699,45,Female,150,82,36.44444444444444,10959,8767.2,122,Walking,88,72,5,Medium,1.929564553255791,36.875954571508835,3,High,Not Fit
User_700,26,Female,176,75,24.212293388429753,5549,4439.2,291,Cycling,83,71,5,High,2.831448065463441,37.38738500751529,2,Low,Not Fit
User_701,23,Male,162,57,21.719250114311837,14291,11432.800000000001,238,Running,91,86,9,High,2.8894596576183407,36.782293777672514,4,Moderate,Not Fit
User_702,39,Female,170,79,27.33564013840831,12376,9900.800000000001,261,Walking,31,67,8,High,3.023284926127068,36.87830496189464,4,High,Not Fit
User_703,23,Female,170,70,24.221453287197235,12270,9816.0,249,Swimming,20,87,8,Low,2.08320509314847,36.88207762238901,4,Low,Fit
User_704,25,Male,163,68,25.59373706198954,10750,8600.0,210,Swimming,90,89,5,Low,2.3800033029343233,36.57093651107868,3,High,Not Fit
User_705,33,Male,160,77,30.078124999999993,5430,4344.0,450,Running,55,78,7,Low,1.8615701716647366,37.22081501643041,4,Moderate,Not Fit
User_706,44,Male,157,64,25.96454217209623,8921,7136.8,467,Running,36,88,5,Medium,2.1593764245664966,36.95130295096657,5,Moderate,Not Fit
User_707,26,Male,162,64,24.38652644413961,6055,4844.0,214,Walking,40,87,7,Low,1.9767786209190001,36.938361209925915,4,Low,Not Fit
User_708,44,Male,180,77,23.76543209876543,6229,4983.200000000001,534,Cycling,97,88,5,Low,2.110170982788909,36.69336000044752,3,Moderate,Not Fit
User_709,32,Female,184,79,23.334120982986768,3647,2917.6000000000004,200,Swimming,100,67,5,Low,1.9860696166097265,36.90401044307458,5,Low,Not Fit
User_710,24,Male,172,88,29.745808545159548,12069,9655.2,183,Walking,37,71,8,Low,1.7447400118908205,37.35720940300947,4,Low,Not Fit
User_711,28,Female,163,74,27.85200797922391,11315,9052.0,594,Running,112,74,5,Medium,1.6578005195522116,37.10459122978648,2,Low,Not Fit
User_712,28,Female,159,64,25.315454293738377,10821,8656.800000000001,493,Cycling,99,63,6,High,2.147136201903657,37.22247664808209,5,High,Not Fit
User_713,26,Female,190,59,16.343490304709142,12209,9767.2,164,Running,111,61,6,Medium,2.862029954119705,37.18581166024204,3,Moderate,Not Fit
User_714,33,Male,173,74,24.725182932941294,9197,7357.6,299,Walking,80,63,8,High,3.009023702770378,37.200754403100795,3,Moderate,Not Fit
User_715,39,Male,171,86,29.410758865975858,12086,9668.800000000001,521,Running,42,62,7,Low,1.6571505297072484,36.83018064730575,3,Low,Not Fit
User_716,28,Female,177,89,28.40818411056848,8322,6657.6,188,Cycling,104,81,8,High,2.507169389111761,37.378972291147086,2,Moderate,Not Fit
User_717,26,Male,159,64,25.315454293738377,11047,8837.6,455,Running,82,76,9,High,2.6185445187235903,37.36832560121907,2,Moderate,Not Fit
User_718,23,Female,172,50,16.901027582477017,10049,8039.200000000001,277,Cycling,61,66,8,High,2.792430482157294,36.838340882971046,2,Low,Not Fit
User_719,24,Male,170,73,25.25951557093426,3310,2648.0,360,Walking,25,90,9,High,3.0642594793479865,36.87840661510988,2,Low,Not Fit
User_720,35,Male,171,89,30.436715570602924,13554,10843.2,624,Running,69,68,5,Medium,2.863535995283316,37.10568477210116,5,Low,Not Fit
User_721,43,Female,174,69,22.79032897344431,11407,9125.6,178,Walking,58,83,8,Medium,3.4687864031399056,36.857975885960684,5,Low,Fit
User_722,33,Female,158,73,29.242108636436463,12565,10052.0,566,Cycling,66,88,7,Medium,3.3241349611988613,36.978211562530596,3,High,Not Fit
User_723,37,Male,168,66,23.384353741496604,5233,4186.400000000001,178,Swimming,63,61,5,High,2.909565062064562,36.5024279145058,3,Moderate,Not Fit
User_724,31,Female,156,65,26.709401709401707,9765,7812.0,160,Walking,72,79,5,High,2.5479553708560263,36.95841008086309,4,Low,Not Fit
User_725,27,Female,176,56,18.078512396694215,12124,9699.2,789,Swimming,54,83,7,Medium,1.7393384065170896,37.20809065927798,3,Low,Not Fit
User_726,45,Female,176,70,22.59814049586777,4109,3287.2000000000003,354,Swimming,69,62,7,Medium,1.9499792951120483,37.09557077234785,5,Low,Not Fit
User_727,32,Male,159,81,32.03987184051263,13164,10531.2,587,Swimming,56,61,6,Medium,2.6865393754127043,37.290284164863486,3,Low,Not Fit
User_728,39,Female,160,67,26.171874999999996,4717,3773.6000000000004,523,Walking,75,67,5,Medium,2.5281731863833112,37.37097232383297,3,Low,Not Fit
User_729,41,Male,163,54,20.32443825510934,6975,5580.0,328,Walking,28,61,6,Medium,2.8098304736247766,37.36096805080299,4,High,Fit
User_730,20,Male,165,93,34.159779614325075,12535,10028.0,137,Walking,100,73,8,Low,3.4881451313774683,37.10974084720804,2,Low,Not Fit
User_731,30,Female,171,76,25.990903183885642,9992,7993.6,434,Swimming,47,90,6,Low,2.785454533188479,36.558845516158215,2,High,Not Fit
User_732,27,Female,154,52,21.926125822229718,5540,4432.0,354,Swimming,112,62,5,Medium,1.9205577541532663,37.419662880631634,3,Low,Not Fit
User_733,43,Female,183,79,23.589835468362743,7991,6392.8,461,Walking,44,78,8,Medium,2.942587311479808,37.1521577612945,5,Moderate,Fit
User_734,31,Male,173,75,25.05930702662969,6238,4990.400000000001,481,Walking,56,64,9,High,2.6723837320569697,36.517694660396785,5,Low,Not Fit
User_735,34,Male,181,78,23.808797045267237,3248,2598.4,587,Walking,76,86,8,High,1.9684272313409068,37.360771576915226,5,Low,Not Fit
User_736,43,Female,160,64,24.999999999999996,11825,9460.0,282,Swimming,83,88,5,Medium,2.175926504937415,37.28738357305766,3,Low,Not Fit
User_737,35,Female,181,86,26.25072494734593,9076,7260.8,621,Walking,41,67,7,Low,1.5296800088521034,37.163506516584356,5,High,Not Fit
User_738,21,Male,170,75,25.95155709342561,5353,4282.400000000001,314,Swimming,91,61,9,Low,1.7841130774689307,36.744798788012645,2,High,Not Fit
User_739,26,Male,167,67,24.023808670084982,12201,9760.800000000001,512,Walking,33,82,9,High,2.999242191312469,36.80986586409485,4,High,Not Fit
User_740,32,Male,171,47,16.073321705824014,8385,6708.0,160,Cycling,73,63,8,High,2.4528453636441645,36.52052572508489,3,Low,Not Fit
User_741,39,Male,156,70,28.763971071663377,6003,4802.400000000001,103,Cycling,113,70,9,Medium,3.2276054781358656,36.696957953302196,3,Moderate,Not Fit
User_742,32,Male,186,69,19.944502254595903,10033,8026.400000000001,743,Cycling,28,87,5,Medium,1.9538527529788372,36.80949236568568,2,High,Not Fit
User_743,40,Female,162,75,28.577960676726104,12902,10321.6,435,Running,120,65,6,Medium,2.7435385459257127,36.75084974555058,2,Moderate,Not Fit
User_744,35,Female,163,59,22.20633068613798,7440,5952.0,795,Swimming,115,69,9,High,1.8192613509584827,37.16683064713065,2,Moderate,Not Fit
User_745,30,Female,170,78,26.989619377162633,3825,3060.0,139,Walking,34,87,6,Medium,2.112904836784491,36.61626347891001,5,Moderate,Not Fit
User_746,36,Female,164,73,27.141582391433676,8394,6715.200000000001,726,Walking,53,77,5,Medium,3.114309867462206,36.69064102179199,2,Moderate,Not Fit
User_747,33,Female,180,80,24.691358024691358,4421,3536.8,611,Walking,115,60,8,High,2.5961688597848913,36.87246426757952,4,Low,Not Fit
User_748,20,Male,166,79,28.668892437218755,14002,11201.6,199,Walking,92,85,7,Low,2.3386053038700925,37.322665975326714,2,Low,Not Fit
User_749,32,Female,154,45,18.974531961544947,9120,7296.0,761,Running,46,74,5,Low,1.6013448194273916,36.90126744946353,5,Moderate,Not Fit
User_750,29,Female,185,62,18.115412710007302,12472,9977.6,787,Swimming,75,88,7,Low,1.8513413317651177,37.373837024029626,4,Moderate,Not Fit
User_751,29,Male,185,73,21.32943754565376,3455,2764.0,443,Walking,79,76,6,High,3.0391580104312057,37.34928301149243,3,Low,Not Fit
User_752,44,Female,165,45,16.528925619834713,12715,10172.0,406,Walking,108,62,9,High,2.033299169148746,36.93684609380983,3,High,Not Fit
User_753,32,Female,175,85,27.755102040816325,10400,8320.0,552,Running,28,71,7,High,1.7656678551148972,36.62191128011804,2,Low,Not Fit
User_754,28,Female,164,48,17.846519928613922,10375,8300.0,164,Walking,96,90,7,Medium,2.250467986741925,37.41519473447357,5,High,Not Fit
User_755,23,Male,177,64,20.428357113217785,11398,9118.4,234,Walking,101,78,8,High,1.9952972538284264,36.79313678490108,5,High,Not Fit
User_756,42,Female,160,71,27.734374999999993,3248,2598.4,439,Running,41,69,5,High,2.641585097924235,37.1279664932225,5,Moderate,Not Fit
User_757,27,Female,166,63,22.8625344752504,6476,5180.8,339,Swimming,30,60,6,Low,3.2190837162973853,36.90593932411286,5,Moderate,Fit
User_758,35,Female,187,67,19.159827275586945,4415,3532.0,100,Cycling,61,76,8,Low,3.1373375544401574,36.64204185559495,3,High,Not Fit
User_759,22,Male,170,71,24.56747404844291,6277,5021.6,754,Cycling,53,61,6,Medium,1.5447297828073934,36.977213465257876,5,Moderate,Not Fit
User_760,25,Female,150,87,38.666666666666664,12361,9888.800000000001,174,Swimming,76,89,9,High,2.697230991293938,36.86623815825067,5,High,Not Fit
User_761,44,Female,166,72,26.1286108288576,9822,7857.6,711,Swimming,109,74,6,Low,3.4810070196042817,37.29612725975042,5,High,Not Fit
User_762,43,Male,150,51,22.666666666666668,10043,8034.400000000001,208,Running,55,77,7,Medium,3.449844622932805,37.063618509905666,4,Moderate,Fit
User_763,21,Male,168,77,27.281746031746035,10250,8200.0,468,Running,41,80,6,Medium,2.9677664970896847,37.39414885395901,4,Moderate,Not Fit
User_764,25,Female,159,72,28.479886080455675,5842,4673.6,326,Cycling,114,74,5,High,3.4211320791646975,37.4303354815488,4,High,Not Fit
User_765,30,Male,175,81,26.448979591836736,4370,3496.0,100,Swimming,44,82,5,Low,2.960589067315121,37.20305864590222,3,High,Not Fit
User_766,29,Male,165,58,21.30394857667585,12353,9882.400000000001,598,Cycling,66,71,6,Medium,1.577487548531659,37.265745876315876,5,Low,Not Fit
User_767,28,Female,150,77,34.22222222222222,7220,5776.0,431,Swimming,77,74,6,Low,3.4052870373331308,36.52625178229256,3,Moderate,Not Fit
User_768,22,Female,168,65,23.030045351473927,3796,3036.8,400,Walking,113,86,6,Medium,1.502116563780316,36.63279959782502,4,Moderate,Not Fit
User_769,44,Female,173,97,32.4100370877744,6580,5264.0,283,Running,107,85,7,High,3.462153549150819,36.80625048580665,2,Low,Not Fit
User_770,33,Female,190,52,14.40443213296399,7662,6129.6,670,Running,56,61,5,Low,2.5463537860012817,36.98631489085274,2,Moderate,Not Fit
User_771,20,Male,178,50,15.780835753061481,13958,11166.400000000001,596,Walking,75,85,7,High,2.5456089508727704,37.246806145568115,2,Low,Not Fit
User_772,44,Male,175,54,17.632653061224488,3076,2460.8,469,Swimming,21,77,6,Low,2.198996021683331,37.27837157734276,4,High,Not Fit
User_773,44,Female,166,72,26.1286108288576,3172,2537.6000000000004,282,Swimming,78,70,9,High,2.305884852272191,37.465583419748214,2,Moderate,Not Fit
User_774,37,Male,166,85,30.84627667295689,3216,2572.8,800,Running,77,60,7,Low,2.195045760965977,36.53945966962595,2,Low,Not Fit
User_775,44,Female,157,61,24.747454257779218,12426,9940.800000000001,114,Cycling,79,73,6,High,2.479578846685496,37.247062231936425,2,Moderate,Not Fit
User_776,35,Male,178,59,18.621386188612547,11149,8919.2,796,Running,72,66,7,Low,2.7422493525438774,36.574781941109855,2,High,Fit
User_777,37,Female,155,81,33.71488033298647,13155,10524.0,149,Walking,95,88,7,Low,2.5384123776099194,37.06546305240084,3,Low,Not Fit
User_778,28,Male,161,68,26.23355580417422,3916,3132.8,528,Swimming,36,78,7,Low,1.5281927178462682,37.112099966621706,4,Low,Not Fit
User_779,26,Female,173,73,24.3910588392529,8948,7158.400000000001,349,Running,41,77,6,Medium,3.2271865282671293,36.88728641909449,4,High,Fit
User_780,25,Female,179,68,21.22280827689523,14599,11679.2,283,Running,93,82,7,High,1.788283824831528,37.279613380954146,3,High,Not Fit
User_781,35,Male,174,57,18.826793499801823,13852,11081.6,484,Swimming,107,62,9,Medium,2.596893168042703,37.15500870660313,4,Moderate,Fit
User_782,39,Female,155,64,26.638917793964616,7516,6012.8,351,Walking,71,81,7,Low,1.8528473826011416,37.08603850695424,3,High,Not Fit
User_783,36,Male,190,62,17.174515235457065,14599,11679.2,168,Cycling,82,71,9,High,2.703193437191878,36.85034177328602,2,Moderate,Not Fit
User_784,28,Female,173,73,24.3910588392529,4981,3984.8,675,Running,109,83,6,High,2.4611838463771902,37.4120719416347,4,Moderate,Not Fit
User_785,38,Female,169,50,17.506389832288786,8583,6866.400000000001,788,Walking,76,77,8,High,2.8398606384780245,36.61676894032026,3,Low,Not Fit
User_786,26,Male,176,66,21.306818181818183,14722,11777.6,689,Swimming,111,78,6,Medium,2.4862717617977648,37.04894511388769,5,High,Fit
User_787,25,Female,158,60,24.034609838166958,7642,6113.6,182,Cycling,108,83,7,Low,2.3216173534627313,36.989955540199574,4,Low,Fit
User_788,41,Female,183,66,19.70796380901191,3474,2779.2000000000003,454,Cycling,102,81,7,Low,3.354149823167492,36.66878153335339,4,Moderate,Not Fit
User_789,30,Female,182,60,18.11375437749064,3619,2895.2000000000003,789,Running,27,74,7,Low,2.163160996462326,36.56636149238712,2,Moderate,Not Fit
User_790,45,Male,186,76,21.967857555786793,6194,4955.200000000001,481,Walking,63,84,6,High,1.8699439493931636,37.46414260406379,2,High,Not Fit
User_791,28,Male,169,100,35.01277966457757,3026,2420.8,154,Walking,79,63,7,High,1.805902029131421,36.99274607509872,2,High,Not Fit
User_792,39,Female,150,86,38.22222222222222,13124,10499.2,398,Walking,61,88,9,High,3.049554006842267,36.89531231423027,2,Low,Not Fit
User_793,32,Male,171,48,16.415307274033037,9562,7649.6,165,Swimming,114,78,7,Low,2.6389726552817065,37.33981684567226,5,Moderate,Not Fit
User_794,37,Male,179,59,18.413907181423802,14959,11967.2,368,Cycling,106,71,6,Medium,3.3038824972756355,36.89469155514727,5,Moderate,Not Fit
User_795,32,Female,187,48,13.72644342131602,7614,6091.200000000001,285,Cycling,35,89,9,Medium,2.120996433130368,36.62028381625085,3,Low,Not Fit
User_796,22,Male,167,88,31.553659148768332,11546,9236.800000000001,776,Walking,44,89,7,High,3.268900353683606,36.821410964369846,3,Moderate,Not Fit
User_797,33,Male,169,77,26.959840341724732,3182,2545.6000000000004,479,Swimming,86,71,6,Low,1.8434411319889599,37.02882634929796,5,High,Not Fit
User_798,30,Female,175,60,19.591836734693878,5127,4101.6,299,Swimming,103,85,8,High,3.0741587838554656,37.297697724968884,2,Moderate,Not Fit
User_799,36,Female,158,53,21.230572023714146,11544,9235.2,471,Walking,50,64,8,High,1.7429053936094636,37.283336039112825,4,High,Not Fit
User_800,37,Female,154,64,26.986001011975038,10229,8183.200000000001,206,Walking,21,81,5,Medium,2.142186544969481,36.78257009601176,5,High,Not Fit
User_801,43,Female,169,74,25.909456951787405,14158,11326.400000000001,518,Running,22,81,9,High,1.7227570551107256,37.49455617471101,4,Moderate,Not Fit
User_802,32,Male,165,61,22.4058769513315,5776,4620.8,762,Swimming,95,67,8,High,3.145987374787855,36.84762086692854,4,Moderate,Not Fit
User_803,21,Male,165,75,27.548209366391188,14244,11395.2,541,Cycling,113,77,8,Medium,2.019719008486308,36.857812154606215,4,Moderate,Not Fit
User_804,44,Female,190,68,18.83656509695291,13254,10603.2,635,Walking,23,80,8,Medium,1.893868551332733,36.91600178874151,2,High,Not Fit
User_805,34,Male,171,79,27.01685988851271,4621,3696.8,262,Walking,105,84,6,Medium,2.2161418645786384,36.51364836396393,5,High,Not Fit
User_806,41,Female,175,70,22.857142857142858,10915,8732.0,510,Running,51,60,7,Low,2.118342156488112,36.86420220996707,3,Moderate,Fit
User_807,34,Male,178,72,22.724403484408533,10451,8360.800000000001,262,Walking,93,89,8,Low,3.3960302503680393,37.493402209278244,5,High,Fit
User_808,36,Male,150,72,32.0,10792,8633.6,592,Running,67,73,5,High,2.673280738711134,37.27136198997844,5,Low,Not Fit
User_809,43,Male,157,73,29.61580591504726,10644,8515.2,639,Walking,89,85,6,Low,3.4170765804514973,36.65405612403757,5,High,Not Fit
User_810,41,Female,181,84,25.640242971826257,13834,11067.2,463,Cycling,112,71,5,Medium,2.1552152228199217,37.491970521375244,3,Moderate,Not Fit
User_811,30,Male,170,64,22.145328719723185,5055,4044.0,668,Running,73,77,5,Medium,2.5379085903987413,36.83665601896224,4,High,Not Fit
User_812,22,Male,170,59,20.41522491349481,5720,4576.0,663,Swimming,23,80,8,Medium,3.2842728117384254,36.7092094148368,2,High,Fit
User_813,43,Female,180,69,21.296296296296294,8733,6986.400000000001,275,Swimming,89,74,6,Low,3.4246574053263346,37.07201104205967,3,Low,Fit
User_814,35,Female,157,77,31.238589800803275,9655,7724.0,312,Swimming,53,67,8,Low,2.03429948419822,36.90687634121321,5,Moderate,Not Fit
User_815,35,Female,179,74,23.095409007209515,4371,3496.8,142,Swimming,111,72,5,Low,2.4245066730302502,36.98370537255179,2,Moderate,Not Fit
User_816,37,Female,158,65,26.037493991347535,11975,9580.0,426,Cycling,96,87,7,Low,2.994144678731459,36.917815497455805,4,High,Not Fit
User_817,41,Male,175,51,16.653061224489797,10409,8327.2,344,Walking,35,71,9,High,2.0677845958436816,37.13598969249832,2,High,Not Fit
User_818,31,Female,176,84,27.117768595041323,10120,8096.0,476,Walking,50,69,8,High,3.4966277391469225,37.21426279008827,3,High,Not Fit
User_819,38,Female,169,82,28.71047932495361,9682,7745.6,501,Running,98,85,7,High,1.9691132288580395,36.747244554346224,2,Moderate,Not Fit
User_820,30,Female,176,71,22.920971074380166,3949,3159.2000000000003,273,Walking,118,61,5,Low,3.383839643695075,37.36373349697533,2,Moderate,Not Fit
User_821,25,Male,162,74,28.19692120103642,13293,10634.400000000001,391,Running,59,73,8,Low,1.691936917265422,36.93346056502065,2,High,Not Fit
User_822,29,Female,160,58,22.656249999999996,6287,5029.6,652,Running,30,88,6,Low,3.201879093321248,37.18440018884083,2,High,Fit
User_823,33,Female,168,75,26.573129251700685,9022,7217.6,623,Walking,79,87,8,Medium,1.770566349132557,36.64467618464887,4,Low,Not Fit
User_824,31,Male,179,78,24.343809494085704,13405,10724.0,113,Walking,30,84,5,High,3.478586546216312,37.04317682598007,4,Low,Not Fit
User_825,21,Female,181,53,16.17777235127133,5311,4248.8,747,Walking,88,86,6,Medium,2.1086824304391976,37.121321419553965,2,Low,Not Fit
User_826,37,Female,183,90,26.874496103198062,3186,2548.8,259,Cycling,93,68,5,High,2.1527202739749383,36.73995657475288,2,Moderate,Not Fit
User_827,33,Female,164,64,23.795359904818564,11907,9525.6,631,Running,56,71,6,Medium,2.934990968062089,37.129641815397314,5,Moderate,Fit
User_828,31,Male,172,59,19.94321254732288,6922,5537.6,434,Running,118,82,7,Low,1.5956978827662407,36.54050949683644,2,Low,Not Fit
User_829,38,Male,169,51,17.856517628934565,13273,10618.400000000001,515,Running,77,85,6,Low,3.4873648167728213,36.759374821225556,3,High,Not Fit
User_830,31,Male,174,56,18.49649887699828,8401,6720.8,381,Running,89,83,9,Low,3.413594050405627,37.01950274210282,3,Low,Not Fit
User_831,45,Female,160,67,26.171874999999996,7280,5824.0,460,Walking,59,60,9,High,2.4236163594435274,37.38527975944766,2,High,Not Fit
User_832,27,Male,171,52,17.783249546869126,14672,11737.6,663,Running,59,80,5,High,2.9174087421182433,36.54934765974151,3,High,Not Fit
User_833,32,Male,172,55,18.591130340724717,3365,2692.0,357,Cycling,84,66,9,Low,2.3648143675399393,36.6045860224868,5,Moderate,Not Fit
